LEAID,LEA_NAME,SCHID,SCH_NAME,CITY,COMBOKEY,NMCNTY,LOCALE,LAT,LON
601924,Olivet Elementary Charter District,4738,Olivet Elementary Charter,Santa Rosa,60192404738,Sonoma County,21,38.464226,-122.80832
601925,Anahuacalmecac International Univ Prep N. America District,12271,Anahuacalmecac International Univ Prep of N. America,Los Angeles,60192512271,Los Angeles County,11,34.085122,-118.181578
601926,Alliance Dr. Olga Mohan High District,11633,Alliance Dr. Olga Mohan High,Los Angeles,60192611633,Los Angeles County,11,34.036873,-118.272128
601927,Phoenix Charter Academy District,14159,Phoenix Charter Academy,Redding,60192714159,Shasta County,13,40.57571,-122.355073
601928,Integrity Charter District,11237,Integrity Charter,National City,60192811237,San Diego County,21,32.67635,-117.10674
601929,JCS - Mountain Oaks District,14231,JCS - Mountain Oaks,Encinitas,60192914231,San Diego County,21,33.04533,-117.27989
601931,Ridgecrest Elem Acad for Language Music and Sci District,8706,Ridgecrest Elem Acad for Language Music and Sci,Ridgecrest,60193108706,Kern County,33,35.61737,-117.688563
601932,Latino College Preparatory Academy District,10402,Latino College Preparatory Academy,San Jose,60193210402,Santa Clara County,11,37.359028,-121.816115
601933,Primary Charter District,11425,Primary Charter,Tracy,60193311425,San Joaquin County,23,37.745973,-121.424345
601934,Alliance Judy Ivie Burton Technology Academy High District,10867,Alliance Judy Ivie Burton Technology Academy High,Los Angeles,60193410867,Los Angeles County,11,33.944161,-118.278691
601935,Mojave River Academy - National Trails District,14219,Mojave River Academy - National Trails,Colton,60193514219,San Bernardino County,21,34.05688,-117.309864
601936,Novato Charter District,6035,Novato Charter,Novato,60193606035,Marin County,21,38.055624,-122.524808
601937,Lighthouse Community Charter District,10408,Lighthouse Community Charter,Oakland,60193710408,Alameda County,11,37.73606,-122.19562
601938,Trivium Charter School Voyage District,14237,Trivium Charter School Voyage,Santa Barbara,60193814237,Santa Barbara County,22,34.437982,-119.780616
601939,Arts in Action Community Middle District,14061,Arts in Action Community Middle,Los Angeles,60193914061,Los Angeles County,21,34.023234,-118.165587
601940,Grossmont Secondary District,14169,Grossmont Secondary,El Cajon,60194014169,San Diego County,21,32.807,-116.9631
601941,Ipakanni Early College Charter District,12613,Ipakanni Early College Charter,Oroville,60194112613,Butte County,32,39.513346,-121.55311
601942,Northcoast Preparatory and Performing Arts Academy District,11934,Northcoast Preparatory and Performing Arts Academy,Arcata,60194211934,Humboldt County,33,40.87252,-124.09665
601943,Almond Acres Charter Academy District,13176,Almond Acres Charter Academy,Paso Robles,60194313176,San Luis Obispo County,13,35.616213,-120.662946
601944,Equitas Academy #3 Charter District,13802,Equitas Academy #3 Charter,Los Angeles,60194413802,Los Angeles County,11,34.048425,-118.275853
601945,Palmdale Aerospace Academy District,13029,Palmdale Aerospace Academy,Palmdale,60194513029,Los Angeles County,21,34.579378,-118.068604
601946,Rise Kohyang High District,13974,Rise Kohyang High,Los Angeles,60194613974,Los Angeles County,11,34.062424,-118.282196
601947,Empower Generations District,14042,Empower Generations,Lancaster,60194714042,Los Angeles County,21,34.687809,-118.146376
601948,Vibrant Minds Charter School District,13858,Vibrant Minds Charter,Anaheim,60194813858,Orange County,11,33.850165,-117.923254
601952,Today's Fresh Start-Compton District,11336,Today's Fresh Start-Compton,Los Angeles,60195211336,Los Angeles County,11,34.002345,-118.330397
601953,Valley International Preparatory High District,14248,Valley International Preparatory High,Northridge,60195314248,Los Angeles County,11,34.221152,-118.543516
601954,National University Academy Dual Language Institute District,14341,Dual Language Immersion North County,Vista,60195414341,San Diego County,21,33.172572,-117.220084
601955,Lashon Academy District,13261,Lashon Academy,Van Nuys,60195513261,Los Angeles County,11,34.206437,-118.458063
601956,Southern California Flex Academy District,14359,Southern California Flex Academy,Lucerne Valley,60195614359,San Bernardino County,42,34.41026,-116.907602
601957,KIPP San Francisco College Preparatory District,13410,KIPP San Francisco College Preparatory,San Francisco,60195713410,San Francisco County,11,37.732324,-122.382591
601958,Libertas College Preparatory Charter District,13902,Libertas College Preparatory,Los Angeles,60195813902,Los Angeles County,11,33.996712,-118.30947
601959,Pacoima Charter Elementary District,3261,Pacoima Charter Elementary,Pacoima,60195903261,Los Angeles County,11,34.270359,-118.415591
601960,Animo James B. Taylor Charter Middle District,12908,Animo James B. Taylor Charter Middle,Los Angeles,60196012908,Los Angeles County,11,33.935139,-118.260205
601961,Pacific Coast Academy District,14103,Pacific Coast Academy,Poway,60196114103,San Diego County,13,32.939953,-117.030136
601962,Oxford Preparatory Academy - South Orange County District,12855,Oxford Preparatory Academy - South Orange County,Mission Viejo,60196212855,Orange County,21,33.629195,-117.658375
601963,Venture Academy District,10651,Venture Academy,Stockton,60196310651,San Joaquin County,11,37.908153,-121.230624
601964,iQ Academy California-Los Angeles District,12477,iQ Academy California-Los Angeles,Simi Valley,60196412477,Ventura County,22,34.275884,-118.797998
601965,Soleil Academy Charter District,14349,Soleil Academy Charter,Lynwood,60196514349,Los Angeles County,21,33.91686,-118.202057
601966,Excelsior Charter School Corona-Norco District,14354,Excelsior Charter School Corona-Norco,Corona,60196614354,Riverside County,12,33.8649,-117.55523
601967,LPS Oakland R & D Campus District,13155,LPS Oakland R & D Campus,Oakland,60196713155,Alameda County,11,37.760231,-122.163451
601968,Ednovate - East College Prep District,13898,Ednovate - East College Prep,Los Angeles,60196813898,Los Angeles County,11,34.070118,-118.199661
601969,John Adams Academy - El Dorado Hills District,14072,John Adams Academy - El Dorado Hills,El Dorado Hills,60196914072,El Dorado County,41,38.617515,-121.054848
601970,Taylion High Desert Academy/Adelanto District,13723,Taylion High Desert Academy/Adelanto,Adelanto,60197013723,San Bernardino County,21,34.579681,-117.417814
601971,Oakland Military InstituteCollege Preparatory ACAD District,10729,Oakland Military Institute College Preparatory Academy,Oakland,60197110729,Alameda County,11,37.829535,-122.272737
601972,Woodland Star Charter District,11484,Woodland Star Charter,Sonoma,60197211484,Sonoma County,31,38.311007,-122.49707
601973,Da Vinci Design District,12410,Da Vinci Design,El Segundo,60197312410,Los Angeles County,21,33.917966,-118.384252
601974,Vox Collegiate of Los Angeles District,14221,Vox Collegiate of Los Angeles,Los Angeles,60197414221,Los Angeles County,11,33.959698,-118.294189
601975,Clarksville Charter District,14165,Clarksville Charter School,El Dorado Hills,60197514165,El Dorado County,21,38.63362,-121.06709
601976,CA Montessori Project-Shingle Springs Campus District,11580,California Montessori Project-Shingle Springs Campus,Shingle Springs,60197611580,El Dorado County,21,38.66962,-120.91125
601977,Knowledge Enlightens You (KEY) Academy District,13351,Knowledge Enlightens You (KEY) Academy,Hayward,60197713351,Alameda County,21,37.676708,-122.071864
601978,Stone Bridge District,10975,Stone Bridge,Napa,60197810975,Napa County,23,38.295608,-122.246042
601979,Delta Elementary Charter District,12128,Delta Elementary Charter,Clarksburg,60197912128,Yolo County,41,38.417744,-121.528508
601983,Camino Polytechnic District,12702,Camino Polytechnic,Camino,60198312702,El Dorado County,41,38.73287,-120.676569
601986,John Adams Academy - Lincoln District,14071,John Adams Academy - Lincoln,Lincoln,60198614071,Placer County,41,38.855263,-121.293272
601988,MAAC Community Charter District,10384,MAAC Community Charter,Chula Vista,60198810384,San Diego County,11,32.604521,-117.064289
601989,All Tribes Charter District,10387,All Tribes Charter,Valley Center,60198910387,San Diego County,42,33.277772,-116.954262
601990,California Virtual Academy @ San Joaquin District,13191,California Virtual Academy @ San Joaquin,Simi Valley,60199013191,Ventura County,22,34.275884,-118.797998
601991,Dimensions Collaborative District,14308,Dimensions Collaborative,Escondido,60199114308,San Diego County,21,33.129492,-117.112154
601992,Leonardo da Vinci Health Sciences Charter District,12425,Leonardo da Vinci Health Sciences Charter,Chula Vista,60199212425,San Diego County,11,32.621115,-117.048453
601993,Voices College-Bound Language Academy District,12031,Voices College-Bound Language Academy,San Jose,60199312031,Santa Clara County,11,37.285177,-121.821749
601995,Redwood Preparatory Charter District,12857,Redwood Preparatory Charter,Fortuna,60199512857,Humboldt County,33,40.57098,-124.13971
601996,Yuba City Charter District,8658,Yuba City Charter,Yuba City,60199608658,Sutter County,13,39.12848,-121.61272
601997,Monarch Learning Center District,8636,Monarch Learning Center,Redding,60199708636,Shasta County,13,40.537874,-122.388211
601998,Five Keys Charter (SF Sheriff's) District,11407,Five Keys Charter School,San Bruno,60199811407,San Mateo County,21,37.627623,-122.459906
601999,Three Rivers Charter District,12818,Three Rivers Charter,Fort Bragg,60199912818,Mendocino County,33,39.422057,-123.812086
602000,Camino Nuevo High #2 District,13537,Camino Nuevo High #2,Los Angeles,60200013537,Los Angeles County,11,34.076483,-118.285667
602001,NextGeneration STEAM Academy District,13850,NextGeneration STEAM Academy,Lathrop,60200113850,San Joaquin County,41,37.796327,-121.318829
602002,Old Town Academy K-8 Charter District,12786,Old Town Academy K-8 Charter,San Diego,60200212786,San Diego County,11,32.746648,-117.189189
602003,Natomas Charter District,7250,Natomas Charter,Sacramento,60200307250,Sacramento County,11,38.657259,-121.494229
602004,Ednovate - Esperanza College Prep District,14117,Ednovate - Esperanza College Prep,East Los Angeles,60200414117,Los Angeles County,21,34.03922,-118.171921
602005,Julian Charter District,8596,Julian Charter,Julian,60200508596,San Diego County,42,33.078784,-116.594864
602006,Northwest Prep Charter District,11480,Northwest Prep Charter,Santa Rosa,60200611480,Sonoma County,21,38.466301,-122.772951
602007,Pasadena Rosebud Academy District,11918,Pasadena Rosebud Academy,Altadena,60200711918,Los Angeles County,21,34.204949,-118.135016
602008,Gateway College and Career Academy District,13730,Gateway College and Career Academy,Riverside,60200813730,Riverside County,11,33.97037,-117.378826
602009,Sycamore Academy of Science and Cultural Arts District,12433,Sycamore Academy of Science and Cultural Arts,Wildomar,60200912433,Riverside County,21,33.584844,-117.247328
602011,UNIV Preparation Charter SCH @ CSU Channel Islands District,10711,University Preparation Charter School at CSU Channel Islands,Camarillo,60201110711,Ventura County,13,34.228131,-119.047621
602012,Golden Valley Charter District,10451,Golden Valley Charter,Ventura,60201210451,Ventura County,12,34.269434,-119.245727
602013,Yu Ming Charter District,12901,Yu Ming Charter,Oakland,60201312901,Alameda County,11,37.84737,-122.28357
602014,Nord Country District,11569,Nord Country,Chico,60201411569,Butte County,41,39.780766,-121.955264
602015,King-Chavez Primary Academy District,5556,King-Chavez Primary Academy,San Diego,60201505556,San Diego County,11,32.709802,-117.126723
602016,Oxford Day Academy District,14082,Oxford Day Academy,East Palo Alto,60201614082,San Mateo County,21,37.46586,-122.13281
602017,KIPP Promesa Prep District,13877,KIPP Promesa Prep,Los Angeles,60201713877,Los Angeles County,11,34.037582,-118.201804
602018,Barack Obama Charter District,12404,Barack Obama Charter,Los Angeles,60201812404,Los Angeles County,21,33.911106,-118.271082
602019,Jardin de la Infancia District,10853,Jardin de la Infancia,Los Angeles,60201910853,Los Angeles County,11,34.03533,-118.262412
602020,KIPP Los Angeles College Preparatory District,11324,KIPP Los Angeles College Preparatory,Los Angeles,60202011324,Los Angeles County,11,34.031487,-118.209743
602021,Sierra Academy of Expeditionary Learning District,12922,Sierra Academy of Expeditionary Learning,Nevada City,60202112922,Nevada County,32,39.265188,-121.018916
602022,Camarillo Academy of Progressive Education District,11873,Camarillo Academy of Progressive Education,Camarillo,60202211873,Ventura County,13,34.226452,-119.05952
602023,Ingenium Charter District,12570,Ingenium Charter,Canoga Park,60202312570,Los Angeles County,11,34.212323,-118.61199
602024,La Vida Charter District,11686,La Vida Charter,Willits,60202411686,Mendocino County,42,39.319376,-123.308694
602025,Ivy Academia District,10845,Ivy Academia,Woodland Hills,60202510845,Los Angeles County,11,34.177774,-118.615299
602026,Summit Public School: Tamalpais District,13986,Summit Public School: Tamalpais,Richmond,60202613986,Contra Costa County,21,37.977417,-122.327873
602027,Antioch Charter Academy District,7493,Antioch Charter Academy,Antioch,60202707493,Contra Costa County,21,37.988338,-121.82677
602030,KIPP Excelencia Community Preparatory District,13874,KIPP Excelencia Community Preparatory,Redwood City,60203013874,San Mateo County,21,37.478898,-122.205501
602032,Global Education Academy 2 District,13789,Global Education Academy 2,Los Angeles,60203213789,Los Angeles County,11,34.041879,-118.325088
602034,Gateway International District,13656,Gateway International,Sacramento,60203413656,Sacramento County,21,38.581839,-121.390972
602035,Pacific Springs Charter District,14290,Pacific Springs Charter,Chula Vista,60203514290,San Diego County,11,32.622307,-116.976736
602036,Eleanor Roosevelt Community Learning Center District,10445,Eleanor Roosevelt Community Learning Center,Visalia,60203610445,Tulare County,41,36.355531,-119.171722
602037,Invictus Academy of Richmond District,14304,Invictus Academy of Richmond,El Cerrito,60203714304,Contra Costa County,21,37.915099,-122.302339
602038,Luis Valdez Leadership Academy District,13815,Luis Valdez Leadership Academy,San Jose,60203813815,Santa Clara County,11,37.320398,-121.848558
602039,Golden Eagle Charter District,12203,Golden Eagle Charter,Mount Shasta,60203912203,Siskiyou County,33,41.287041,-122.302687
602040,NOVA Academy - Coachella District,12684,NOVA Academy - Coachella,Coachella,60204012684,Riverside County,21,33.667126,-116.189537
602041,KIPP Vida Preparatory Academy District,13760,KIPP Vida Preparatory Academy,Los Angeles,60204113760,Los Angeles County,11,34.00339,-118.29545
602042,Olive Grove Charter - Orcutt/Santa Maria District,14265,Olive Grove Charter - Orcutt/Santa Maria,Orcutt,60204214265,Santa Barbara County,22,34.864183,-120.419742
602043,Ednovate - Legacy College Prep. District,14046,Ednovate - Legacy College Prep.,Santa Ana,60204314046,Orange County,11,33.759678,-117.847757
602044,Desert Trails Preparatory Academy District,3819,Desert Trails Preparatory Academy,Adelanto,60204403819,San Bernardino County,21,34.511897,-117.417455
602045,STEM Preparatory Elementary District,14315,STEM Preparatory Elementary,Los Angeles,60204514315,Los Angeles County,11,34.024324,-118.299618
602046,Aspire Berkley Maynard Academy District,10727,Aspire Berkley Maynard Academy,Oakland,60204610727,Alameda County,11,37.845769,-122.283326
602047,KIPP San Jose Collegiate District,12236,KIPP San Jose Collegiate,San Jose,60204712236,Santa Clara County,11,37.368573,-121.859654
602048,Grace Hopper STEM Academy District,13719,Grace Hopper STEM Academy,Inglewood,60204813719,Los Angeles County,21,33.969089,-118.346054
602049,High Tech Elementary Mesa District,14415,High Tech Elementary Mesa,San Diego,60204914415,San Diego County,11,32.815564,-117.181799
602050,Citizens of the World Charter School Hollywood District,12708,Citizens of the World Charter School Hollywood,Los Angeles,60205012708,Los Angeles County,11,34.095233,-118.316913
602051,Samueli Academy District,13076,Samueli Academy,Santa Ana,60205113076,Orange County,11,33.763181,-117.902467
602052,Animo Leadership High District,8504,Animo Leadership High,Inglewood,60205208504,Los Angeles County,21,33.934767,-118.347984
602053,Maria Montessori Charter Academy District,12302,Maria Montessori Charter Academy,Rocklin,60205312302,Placer County,41,38.822011,-121.2854
602054,Thomas Edison Charter Academy District,10388,Thomas Edison Charter Academy,San Francisco,60205410388,San Francisco County,11,37.754495,-122.426418
602055,Paragon Collegiate Academy District,12661,Paragon Collegiate Academy,Marysville,60205512661,Yuba County,22,39.15782,-121.58055
602056,KIPP Philosophers Academy District,13002,KIPP Philosophers Academy,Los Angeles,60205613002,Los Angeles County,11,33.944619,-118.237022
602057,STREAM Charter District,13790,STREAM Charter,Oroville,60205713790,Butte County,32,39.497611,-121.570668
602058,Union Street Charter District,11590,Union Street Charter,Arcata,60205811590,Humboldt County,33,40.863118,-124.076059
602059,Aspire Rosa Parks Academy District,11423,Aspire Rosa Parks Academy,Stockton,60205911423,San Joaquin County,11,37.93897,-121.252151
602060,iLEAD Lancaster Charter District,13037,iLEAD Lancaster Charter,Lancaster,60206013037,Los Angeles County,21,34.671038,-118.126349
602061,High Tech High Chula Vista District,12083,High Tech High Chula Vista,Chula Vista,60206112083,San Diego County,41,32.61601,-116.954276
602062,Blue Ridge Academy District,14020,Blue Ridge Academy,Maricopa,60206214020,Kern County,42,35.05416,-119.403814
602063,Ingenium Clarion Charter Middle District,14249,Ingenium Clarion Charter Middle,Los Angeles,60206314249,Los Angeles County,21,33.911106,-118.271082
602064,Voices College-Bound Language ACAD at Mt. Pleasant District,13925,Voices College-Bound Language Academy at Mt. Pleasant,San Jose,60206413925,Santa Clara County,11,37.359028,-121.816115
602065,Sacramento Valley Charter District,12962,Sacramento Valley Charter,West Sacramento,60206512962,Yolo County,13,38.575771,-121.540931
602068,Temecula Valley Charter District,3648,Temecula Valley Charter,Winchester,60206803648,Riverside County,21,33.604677,-117.086103
602069,Aspire Benjamin Holt Middle District,13963,Aspire Benjamin Holt Middle,Stockton,60206913963,San Joaquin County,11,38.038217,-121.272929
602071,Chula Vista Learning Community Charter District,7649,Chula Vista Learning Community Charter,Chula Vista,60207107649,San Diego County,11,32.620234,-117.083149
602072,Alder Grove Charter School 2 District,11593,Alder Grove Charter School 2,Eureka,60207211593,Humboldt County,33,40.799646,-124.16619
602073,Highland Academy District,13150,Highland Academy,Beaumont,60207313150,Riverside County,21,33.931682,-116.983071
602074,Aveson School of Leaders District,11929,Aveson School of Leaders,Altadena,60207411929,Los Angeles County,21,34.191976,-118.111955
602075,Hawking S.T.E.A.M. Charter District,13113,Hawking S.T.E.A.M. Charter,Chula Vista,60207513113,San Diego County,11,32.642914,-117.088946
602076,Environmental Charter High District,8718,Environmental Charter High,Lawndale,60207608718,Los Angeles County,21,33.882012,-118.355264
602077,Camino Nuevo Elementary School #3 District,12805,Camino Nuevo Elementary #3,Los Angeles,60207712805,Los Angeles County,11,34.039275,-118.295534
602078,Synergy Kinetic Academy District,12276,Synergy Kinetic Academy,Los Angeles,60207812276,Los Angeles County,11,34.015439,-118.248763
602079,Diego Hills Central Public Charter District,14199,Diego Hills Central Public Charter,San Diego,60207914199,San Diego County,11,32.755964,-117.080349
602080,Journey District,8542,Journey,Aliso Viejo,60208008542,Orange County,21,33.57033,-117.718132
602081,Community Outreach Academy District,11200,Community Outreach Academy,McClellan,60208111200,Sacramento County,21,38.669983,-121.385273
602082,PUC Inspire Charter Academy District,13750,PUC Inspire Charter Academy,Pacoima,60208213750,Los Angeles County,11,34.276469,-118.405418
602083,University Preparatory Value High District,12699,University Preparatory Value High,Los Angeles,60208312699,Los Angeles County,11,34.04683,-118.280821
602084,Temecula Preparatory District,8564,Temecula Preparatory,Winchester,60208408564,Riverside County,21,33.604272,-117.08577
602085,Everest Value District,13756,Everest Value,Los Angeles,60208513756,Los Angeles County,11,34.061097,-118.295187
602087,Rocketship Spark Academy District,13582,Rocketship Spark Academy,San Jose,60208713582,Santa Clara County,11,37.288381,-121.822487
602088,Pathways Charter District,10685,Pathways Charter,Rohnert Park,60208810685,Sonoma County,21,38.354511,-122.710316
602089,River Springs Charter District,11707,River Springs Charter,Temecula,60208911707,Riverside County,12,33.511711,-117.157617
602090,Learning by Design Charter District,14271,Learning by Design Charter,Los Angeles,60209014271,Los Angeles County,11,33.975676,-118.318058
602091,Grow Academy Shafter District,14186,Grow Academy Shafter,Shafter,60209114186,Kern County,31,35.49147,-119.286989
602092,Alain Leroy Locke College Preparatory Academy District,12248,Alain Leroy Locke College Preparatory Academy,Los Angeles,60209212248,Los Angeles County,11,33.935167,-118.26879
602093,Bert Corona Charter District,10852,Bert Corona Charter,Pacoima,60209310852,Los Angeles County,11,34.241122,-118.415898
602094,St. HOPE Public School 7 District,11199,St. HOPE Public School 7,Sacramento,60209411199,Sacramento County,11,38.528326,-121.467018
602095,Aspire Summit Charter Academy District,11809,Aspire Summit Charter Academy,Modesto,60209511809,Stanislaus County,21,37.60893,-120.95768
602096,Animo Florence-Firestone Charter Middle District,14036,Animo Florence-Firestone Charter Middle,Los Angeles,60209614036,Los Angeles County,21,33.96309,-118.242601
602097,High Tech Elementary Chula Vista District,12726,High Tech Elementary Chula Vista,Chula Vista,60209712726,San Diego County,41,32.61671,-116.953238
602098,Literacy First Charter District,10374,Literacy First Charter,El Cajon,60209810374,San Diego County,21,32.787248,-116.952611
602099,Ivy Bound Acad of Math Sci and Tech Charter Mid District,11856,Ivy Bound Acad of Math Sci and Tech Charter Mid,Sherman Oaks,60209911856,Los Angeles County,11,34.161427,-118.468684
602101,Santa Rosa Academy District,11023,Santa Rosa Academy,Menifee,60210111023,Riverside County,21,33.67706,-117.1784
602102,PUC Excel Charter Academy District,11657,PUC Excel Charter Academy,Los Angeles,60210211657,Los Angeles County,11,34.06661,-118.219813
602103,City Arts and Leadership Academy,11408,City Arts and Tech High,San Francisco,60210311408,San Francisco County,11,37.719558,-122.425241
602104,Escalon Charter Academy District,13059,Escalon Charter Academy,Escalon,60210413059,San Joaquin County,31,37.799032,-120.993533
602105,Animo Westside Charter Middle District,12631,Animo Westside Charter Middle,Los Angeles,60210512631,Los Angeles County,11,33.9775,-118.41859
602106,Museum District,7689,Museum,San Diego,60210607689,San Diego County,11,32.732133,-117.1624
602108,San Diego Workforce Innovation High District,14037,San Diego Workforce Innovation High,National City,60210814037,San Diego County,21,32.68968,-117.08554
602109,John Muir Charter District,8230,John Muir Charter,Nevada City,60210908230,Nevada County,32,39.2486,-121.016722
602110,School for Entrepreneurship and Technology District,12640,School for Entrepreneurship and Technology,San Diego,60211012640,San Diego County,11,32.80707,-117.148872
602111,Center for Advanced Learning District,12044,Center for Advanced Learning,Los Angeles,60211112044,Los Angeles County,11,34.01063,-118.25577
602112,Aspire College Academy District,13676,Aspire College Academy,Oakland,60211213676,Alameda County,11,37.761387,-122.170537
602113,Unity Middle College High District,14191,Unity Middle College High,Orange,60211314191,Orange County,12,33.7883,-117.87357
602115,Public Safety Academy District,11108,Public Safety Academy of San Bernardino,San Bernardino,60211511108,San Bernardino County,12,34.09993,-117.25437
602116,Bert Corona Charter High District,13897,Bert Corona Charter High,Pacoima,60211613897,Los Angeles County,11,34.271399,-118.404494
602117,Gorman Learning Center District,8502,Gorman Learning Center,Redlands,60211708502,San Bernardino County,13,34.068244,-117.217014
602118,Five Keys Independence HS (SF Sheriff's) District,12256,Five Keys Independence HS (SF Sheriff's),San Francisco,60211812256,San Francisco County,11,37.77716,-122.40217
602119,Alliance Cindy and Bill Simon Technology ACAD High District,12567,Alliance Cindy and Bill Simon Technology Academy High,Los Angeles,60211912567,Los Angeles County,11,33.938635,-118.23874
602120,Bay View Academy District,12864,Bay View Academy,Monterey,60212012864,Monterey County,22,36.60121,-121.866881
602121,Richmond Charter Academy District,13164,Richmond Charter Academy,Richmond,60212113164,Contra Costa County,21,37.91138,-122.35502
602122,Learning Choice Academy - Chula Vista District,14260,Learning Choice Academy - Chula Vista,Chula Vista,60212214260,San Diego County,11,32.652374,-116.965426
602123,Aspire Alexander Twilight College Preparatory ACAD District,12449,Aspire Alexander Twilight College Preparatory Academy,Sacramento,60212312449,Sacramento County,21,38.610053,-121.407369
602124,Career Technical Education Charter District,14297,Career Technical Education Charter,Fresno,60212414297,Fresno County,11,36.76093,-119.778675
602126,Fenton Avenue Charter District,3000,Fenton Avenue Charter,Lake View Terrace,60212603000,Los Angeles County,11,34.280228,-118.390582
602127,California Connections Academy North Bay District,13769,California Connections Academy North Bay,Middletown,60212713769,Lake County,42,38.755142,-122.614103
602128,Equitas Academy 4 District,13970,Equitas Academy 4,Los Angeles,60212813970,Los Angeles County,11,34.058958,-118.281717
602129,Greater San Diego Academy District,8302,Greater San Diego Academy,Jamul,60212908302,San Diego County,21,32.729,-116.8561
602130,Edward B. Cole Academy District,11223,Edward B. Cole Academy,Santa Ana,60213011223,Orange County,11,33.744602,-117.864152
602131,Central City Value District,11337,Central City Value,Los Angeles,60213111337,Los Angeles County,11,34.07513,-118.288368
602132,Olive Grove Charter - Lompoc District,14218,Olive Grove Charter - Lompoc,Lompoc,60213214218,Santa Barbara County,23,34.651136,-120.456754
602133,Achieve Charter School of Paradise Inc. District,11571,Achieve Charter School of Paradise Inc.,Chico,60213311571,Butte County,12,39.762378,-121.817175
602134,IvyTech Charter District,12564,IvyTech Charter,Moorpark,60213412564,Ventura County,22,34.294341,-118.84391
602135,PUC Early College ACAD for Leaders&Scholars(ECALS) District,12869,PUC Early College Academy for Leaders and Scholars (ECALS),Los Angeles,60213512869,Los Angeles County,11,34.102557,-118.239019
602136,The O'Farrell Charter District,10056,The O'Farrell Charter,San Diego,60213610056,San Diego County,11,32.702116,-117.065832
602137,Santa Clarita Valley International District,12191,Santa Clarita Valley International,Castaic,60213712191,Los Angeles County,21,34.450486,-118.624615
602138,ACE Inspire Academy District,13852,ACE Inspire Academy,San Jose,60213813852,Santa Clara County,11,37.350865,-121.873001
602140,KIPP Empower Academy District,12717,KIPP Empower Academy,Los Angeles,60214012717,Los Angeles County,11,33.96202,-118.28247
602142,KIPP Iluminar Academy District,13657,KIPP Iluminar Academy,Los Angeles,60214213657,Los Angeles County,21,34.040179,-118.161378
602143,Gabriella Charter District,10866,Gabriella Charter,Los Angeles,60214310866,Los Angeles County,11,34.079534,-118.257459
602144,Alpha: Jose Hernandez District,13757,Alpha: Jose Hernandez,San Jose,60214413757,Santa Clara County,11,37.326597,-121.835143
602145,N.E.W. Academy Canoga Park District,10838,N.E.W. Academy Canoga Park,Canoga Park,60214510838,Los Angeles County,11,34.206659,-118.598059
602147,Empowering Possibilities International Charter District,13935,Empowering Possibilities International Charter,West Sacramento,60214713935,Yolo County,13,38.55449,-121.562395
602148,Preuss School UCSD District,8303,The Preuss School UC San Diego,La Jolla,60214808303,San Diego County,11,32.882984,-117.222249
602149,Village Charter District,11882,Village Charter,Santa Rosa,60214911882,Sonoma County,21,38.466301,-122.772951
602150,Method Schools LA District,14259,Method Schools LA,Murrieta,60215014259,Riverside County,21,33.561334,-117.209205
602152,KIPP King Collegiate High District,11893,KIPP King Collegiate High,San Lorenzo,60215211893,Alameda County,21,37.674465,-122.150454
602153,Ezequiel Tafoya Alvarado Academy District,10951,Ezequiel Tafoya Alvarado Academy,Madera,60215310951,Madera County,23,36.987259,-120.068906
602154,KIPP Scholar Academy District,13004,KIPP Scholar Academy,Los Angeles,60215413004,Los Angeles County,11,34.011172,-118.310075
602155,Creative Arts Charter District,3982,Creative Arts Charter,San Francisco,60215503982,San Francisco County,11,37.77983,-122.435891
602157,Tree of Life International Charter District,736,Tree of Life International Charter,Anderson,60215700736,Shasta County,22,40.465992,-122.332834
602159,Connecting Waters Charter - East Bay District,14091,Connecting Waters Charter - East Bay,Union City,60215914091,Alameda County,21,37.60376,-122.02498
602161,Live Oak Charter District,10431,Live Oak Charter,Petaluma,60216110431,Sonoma County,13,38.241053,-122.629769
602162,Rocketship Futuro Academy District,14044,Rocketship Futuro Academy,Concord,60216214044,Contra Costa County,21,37.995744,-122.034956
602163,Perseverance Preparatory District,14412,Perseverance Preparatory,San Jose,60216314412,Santa Clara County,11,37.338833,-121.879124
602164,School of Unlimited Learning District,7497,School of Unlimited Learning,Fresno,60216407497,Fresno County,11,36.742404,-119.792701
602165,Achieve Academy District,11561,Achieve Academy,Oakland,60216511561,Alameda County,11,37.782075,-122.226605
602166,Sunrise Middle District,12865,Sunrise Middle,San Jose,60216612865,Santa Clara County,11,37.351096,-121.87187
602167,Ambassador Phillip V. Sanchez II Public Charter District,14206,Ambassador Phillip V. Sanchez II Public Charter,Fresno,60216714206,Fresno County,11,36.72743,-119.8037
602168,Coastal Grove Charter District,10500,Coastal Grove Charter,Arcata,60216810500,Humboldt County,33,40.877521,-124.099238
602169,Summit Public School: Denali District,13485,Summit Public School: Denali,Sunnyvale,60216913485,Santa Clara County,12,37.39716,-122.015451
602170,Connecting Waters Charter District,10698,Connecting Waters Charter,Waterford,60217010698,Stanislaus County,31,37.639504,-120.762857
602171,Insight @ San Joaquin District,13952,Insight @ San Joaquin,Simi Valley,60217113952,Ventura County,22,34.275884,-118.797998
602172,KIPP Bayview Academy District,11256,KIPP Bayview Academy,San Francisco,60217211256,San Francisco County,11,37.71956,-122.396611
